"Well","Well.Name","Well.Type","Replicate","Threshold..dRn.","Ct..dRn.","Quantity..copies.","RSq..dRn.","Slope..dRn.","X","Cq","SQ","Target"
"D5","12_Ichalp_1E02_3uL_F04R04P04  Qty or ID","Standard",12,0.0597,"41.39","3.00e+002",0.893,-4.458,NA,41.39,300,"Standard"
