"unique(hc2[, ""Area_wt_coll_loc""])"
"Solbjerg/Stilling_Soe"
"Boelle_Soe"
"Pouls_Smeds_Mose"
"Vejby_Overdrev_vandhul"
"Krobaek_Tappernoeje"
"Gentofte_Soe"
"Tubaek_Praestoe"
"Lille_privat_soe_oelsted"
"Gymnasiesoeen_Alleroed"
"Alleroed_Soe"
"Hyrdehoej_Skov_soe"
"Boendernes_Egehoved"
"Horsekaer_Tisvilde_Hegn"
"Beiths_Vaenge_Hjoerring"
"Kong_oeres_Grav"
"Arresoe_Kanal"
"Kildevaeld_naer_Mordal_Mariager_Fjord"
"Utterslev_Mose"
"Farum_Overdrev_soe"
"Soroe"
"Skensved_aa"
"Moellesoe_Gjorslev"
"Lillesoe_Skanderborg"
"?"
"Alleroed_gymnasie_regnvandsbassin"
"Alleroed/lilleroed"
"aasenKoege"
"Avnsoe"
"Birkeroed"
"Birkeroed_Soe"
"Boellemosen_Skodsborg"
"Boellesoe_Saerloese_overdrev_Hvalsoe"
"Borupgaard_Gymnasium_lille_soe"
"Boestrup_aa"
"Bringe_Mose_Flyvestation_Vaerloese"
"Bruunshaab_Moelleaa"
"Dam_v_Helsingoer_Elforsyning"
"Davinde_soe"
"Digterparken_Ballerup"
"Dumpedalen_vandhul"
"Dumpedalen_Birkeroed"
"Dybesoe"
"Egebaeksvang"
"Egebaeksvang_Soe"
"Ejby_Mose"
"Ellesoeen"
"Ellesoeen_GlKoege_Gaard"
"Emdrup_Soe"
"Frederiksberg_Have"
"Frederiksvaerk"
"Fuglesangssoe"
"Furesoe"
"Furesoe_Soe"
"Furesoeen"
"Furesoeen_Frederiksdal_Fribad"
"Gentofte_Soe_ved_badebro"
"Grevinge_Soe"
"Grindsted_aadal"
"Grindsted_Engsoe"
"Grindsted_Langsoe"
"Gurre_Soe_Nordsjaelland"
"Hakkemosen"
"Hampen_soe"
"Harrestrup_aa_v_Vigerslev_Allé"
"Himmelev_Baek_opdaemmet_soe_ved_RUC"
"Himmelev_Grusgrav"
"Holtug_Kridtbrud"
"Hornbaek_soe"
"Hvidehusvej_Alleroed"
"Ishoej_Soepark"
"Karlstrup_Kalkgrav_Solroed"
"Kastrupfortet"
"Kobberdammen_Hellebaek"
"Koege_aa"
"Koege_aas"
"Kragemosen_Samsoe_nord"
"Kvaerkeby_Mose_karpesoe"
"Kvaerkeby_Mose_store_soe"
"Lille_Fuglsoe_oesteraadal"
"Lustrup_faellesjord_1"
"Lustrup_faellesjord_2"
"Lustrup_faellesjord_3"
"Lyngby_soe"
"Maglesoe"
"Maaloev"
"Marielundssoeen_Kolding"
"Mlm_Hakkemosemosevej_og_Lervangen"
"Moelholm_Soe_Norholmsvej_55_Aalborg"
"Moelleaaen_ved_Frederiksdal_Friluftsbad"
"Moelleaaen_v_Sorgenfri_Slotspark"
"Moellesoe_v_Virket"
"Odense_aa"
"Odense_aa_ved_Stryget_Munke_Mose"
"oestermosen_Femoe"
"oestre_Anlaeg"
"oetoftegaardsvej_Taastrup"
"Poul_Smedes_mose_Svendborg"
"Poul_Smeds_Mose"
"Raadvad_Dam_Moelleaaen"
"Regnvandsbassinet"
"Roededam_Gribskov"
"Roermose_Alleroed"
"Roermosen_Karlslunde"
"Sankt_Joergens_Soe"
"Schweizersoeen"
"Sejlsbjerg_Mose"
"Sjaelsoe_ved_skovhytten"
"Skanderborg_Soe_Vestermoelle"
"Smoerhullet_Kulsbjerg_Stensved"
"Sneglehoej_soe"
"Soe_i_Faelledparken"
"Soe_vGreve_Gym"
"Soe_vStenhus_gym_Busstoppested"
"Soeen_v_Ringstedvej"
"Soendervang_Vandhul"
"Soeren_Hvidehusvej_Alleroed"
"Soroe_Soe_baadbro_ved_Soero_akedemi"
"Store_Gribsoe"
"Store_Hoej_Soeen"
"Store_Kattinge_soe_naer_fugletaarn_ved_Boserupvej"
"Store_vejle_aa"
"Svanemoellen_Havn"
"Tingvej_Soe"
"Tranemosen"
"Tranemosen_Frederiksvaerk"
"Troldsoe"
"Uglebrovej_6_Helsinge"
"Valleroed_Gadekaer"
"Valleroed_gadekaer"
"Vandet_Soe"
"Vandhul_v_Baunebovej_1_Haarlev"
"Vandhul_v_Kikhanerende"
"Vandhul_aasen_Koege"
"Vejle_aa"
"Vestre_Kirkegaardssoe_Valby"
"Vordingborg_Voldgrav"
"Zahrtmannsvej_Soe_Roenne_Bornholm"
"Alleroed_Soepark"
"Botanisk_have_dam"
"Botanisk_have_Soe"
"Bregninge_vandhul"
"Nyhaandsbaek_ved_Busemarke_mose_og_soe"
"Boesoere_strand_feriepark"
"Hammersoeen_Bornholm"
"Herthadalen"
"Hoejsagersred_Boesoere"
"Mikkels_foraeldres_havebassin_Klintholm_Moen"
"Kongshoej_Moellesoe_Kongshoej_aa"
"Lovns_soe"
"Poelsekedlen/Borgesoeen"
"Ringsoeen"
"Brassoe"
"Stauvrebjerg_Soe_Moen"
"Soendergaards_Alle_Soe"
"Groennelyng_Soeer_i_Nordskoven"
"Tystrup_soe"
"oerslev_Kloster_Soe"
"aaremyre"
"Uglebjerg_Langoe_Fyn"
"Tvaersted_Soe"
"Sofieholm_soe_Brorfelde"
"Vandhul_ved_Observator_Gyldenkernes_Vej_Brorfelde"
"Store_Hareskov"
"Vesterled_Soe"
"Boelling_Soe"
"Salten_Langsoe"
"Kalgaard_Soe"
"oernsoe"
"Soroe_Soe"
"Kongskilde_Moellesoe/Skaelskoer_soe"
"Tystrup_Soe"
"Soetorup_Soe"
"Ulse_Soe"
"Ejlemade_Soe"
"Sjaelsoe"
"Lillesoevej_1"
"Rude_Soe"
"Furesoe_1"
"Furesoe_2"
"Bagsvaerd_Soe"
"Lyngby_Soe"
"Lillesoevej_2"
"Paddesoeen_Maaloev_Naturpark"
"Botanisk_Have_Soe"
"Bastrup_soe"
"Soender_soe"
"Degnemosen"
"Langedam"
"Soendersoe_Maribosoeerne"
"Skallemose_Soe_Maaloev"
"Haraldsted_soe"
"Kongeaa_Vamdrup"
"Sumpomraade_v_Barup_soe_nordfalster"
"Vandhul_ved_Taagensegaard__Lolland"
"Gundsoemagle_soe"
"Farum_soe"
"Guldbjerg_Mose"
"Buresoe"
"Vandhul_Spang_Vade"
"Myremosen_Nivaa"
"Svingelsoeen_Nakskov"
"Esrum_Soe"
"Vejstrup_aa_Svendborg"
"Vandhul_Helsinge"
"Draenaa_Helsinge"
"Tryggevaelde_aa"
"Sandskredssoeen_Gribskov"
"Tvorup_Hul"
"Brede_aa"
"Vaserne_oest"
"Vaserne_vest"
"Vaserne_rende"
"Hejrede_Soe"
"Frederiksborg_Slotssoe"
"Fegen_soe_Sverige"
"Anholt"
"Langoe_Fyn"
"Moellevej_Jyderup"
"Halleby_aa_udloeb_i_Tissoe"
"Hejresoeen_Amager_Faelled"
"Nihoeje_soe_Sydamager_naturreservat"
"Hoejbjerghus_Soeen"
"Paradis_Soeen"
NA
"BM"
"Militaersoe_Vordingborg_Kaserne"
"Nuuk_fjord"
"Arresoe_Kanal_Frederiksvaerk"
"Sortedam_Soe_i_Hilleroed"
"Soendersoe"
"Peblingesoe_Soe_i_Koebenhavn_N"
"Moellesoeen"
"Praestbjerg_Soe_Fuglkaer_aa"
"Karlstrup_Kalkgrav_Soe_i_Karlslunde"
"Tissoe_Soe"
"Frederiksvaerk_kanal/Arresoe_kanal"
"Soe_ved_Rosborg_Gymnasium"
"Vandhul_ved_Skovsgaard"
"Vandhul_bag_tennisbanerne"
"Sortedams_Soe_Soe_i_Koebenhavn_oe"
"Brobaek_Mose"
"Vandhul_i_Hoerret_skov"
"Vandhul_ved_Klintholm"
"Lundby_Dam"
"Brobaek_Mose_Mose_i_Gentofte"
"Nykoebing_Katedralskoles_Vandhul"
"Kastrup_Fortet"
"Borupgaard_Gymnasium_Soe"
"Kulsbjerg_oevelsesplads"
"Lustrup_Faellesjord"
"Gurre_Soe_Soe_i_Tikoeb"
"Pistolsoeen"
"Kvaerkeby_Fuglereservat"
"Gaekkaer_Bakke_vandhul"
"Sejlbjerg_Mose"
"oestre_Anlaeg_naturareal_/_Park"
"Sundby_Soe"
"Toggerup_Enghave_oevre_dam"
"Toggerup_Enghave_Nedre_dam"
"Kokkedal_moellesoe"
"Sct_Joergens_soe"
"Branddam"
"Holmegaards_Mose_naturareal_/_Mose"
"Boellemosen_Soe_i_Naerum"
"Brede_dam_Hilleroed"
"Herregaardsvej_vandhul"
"Skuldelev_grusgrav"
"Paradissoeerne_oest"
"Ulvshale"
"Roneklint_Stevs"
"Skovfogedmosen_Brorfelde_Observatorium"
"Trekroner_Soe_Soe_i_Roskilde"
"Kloevergaard_Soe"
"Hulsoe_Eskildstrup"
"Store_Hoej_soe"
"Ellemosen_Park_i_Charlottenlund"
"Tronsoe_Soe_i_Grindsted"
"Registerstien_Soe"
"Kvottrup_Skov"
"Kvottrup_skov"
"Valby_parken_soe_v_Tudsemindevej"
"Valby_Parken_soe_vTudsemindevej"
"Regnvandsbassin"
"Lille_soe_i_Store_Hareskov"
"Soe_i_Hareskoven"
"Utterslev_Mose_vest"
"Utterslev_mose_vest"
"Arresoe_Soe_i_Frederiksvaerk"
"Dam_ved_Store_Taarn_Christiansoe"
"Skanderborg_Soe_Soe_i_Skanderborg"
"Koege_havn"
"Porskaer_ved_Gudenaaen"
"aarhus_Havn_oestmolen"
"Helsingoer_havn"
"Beddingen_Aalborg"
"Koebenhavns_Havn"
"Hirsthals_Havn"
"Nordhavn_skudehavn"
"Aarhus_Havn_bassin_3"
"AQUAFerskvands_Akvariet_Silkeborg"
"Lyngby_Soe_Soe_i_Kongens_Lyngby"
"Moellekaer_Skov_i_Aabenraa"
"Moesgaard_Museum_Museum_i_Hoejbjerg"
"Blidsoe_Soe_i_Skanderborg"
"Refsvindinge_by_i_oerbaek"
"Danmark"
"Sjoerup_by_i_Viborg"
"aarhus_aa_aabyhoej"
"EGSoeen"
"EGsoeen"
"Skanderborg_soe"
"Remasoe"
"Kolding_lystbaadhavn_syd"
"Kolding_lystbaadehavn_syd"
"Nordhavn_Koebenhavn"
"Attrup_Havn_Lystbaadehavn_i_Brovst"
"Gjoel_Havn"
"Noerresundby_Havn"
"Lemvig_Havn"
"Struer_Havn"
"Svendborg_Lystbaadehavn"
"Aarhus_Havn"
"Svendborg_Havn"
"Soe_vTornby__Raevskaer_strand"
"Grenaa_Industrihavn"
"Grenaa_Lystbaadehavn"
"Nibe_Havn"
"Skudehavnen"
"Aalborg_Havn_Krydstogtkajen"
"Aabenraa_Lystbaadehavn"
"Aabenraa_Industrihavn"
"Aabenraa_Havn"
"aarhus_havn_DOKK1_Bassin_1"
"aarhus_havn_DOKK1__bassin_1"
"Bryggen_Koebenhavn"
"Marselisborg_havn_Aarhus"
"Skive_havn"
"Skive_Havn"
"Islands_Brygge"
"Dokk_1"
"Kalundborg_Havn"
"Lok_for_proeve_DL2019001"
"Lok_for_proeve_DL2019002"
"Kanal_v/_Damhussoeen"
"Ved_Skolesoeen"
"Ved_skolesoeen"
"Herlufmagle"
"Soe_ved_Raevskaer"
"Soeen_syd_for_Gymnasiet"
"Kunstige_soe"
"Snorrebakkesoeen_Soe_i_Roenne"
"Tvebjerg_soe"
"Soenderup_aadal"
"Tronsoeentranesoe"
"Tronsoeen_Tranesoeen"
"Paderup_Mose_Mose_i_Randers_Soe"
"Granada_opsamlingsbassin"
"Stenhus_soe"
"Soe_ved_frederiksberg_have"
"Frederiksberghave_kanaler"
"Frederiksberghave_Kanaler"
"Skolesoeen"
"Soe_1"
"Soe2"
"Soe3"
"Soe4"
"soe4"
"Soe5"
"Vollsmose_mose"
"Navnsoe_Rasteplads_Rasteplads_i_Aars"
"Lillelund_Engsoe"
"Haslehavn"
"Smoerkildesoeen"
"Gymnasieengen_Gribskov"
"Tandrup_Soe"
"Tandrup_soe"
"Sjoerup_Soe"
"Sjoerup_soe"
"Degnemosen_Soe_i_Broenshoej"
"Vandvaerkssoeen"
"Faelledparken_soe"
"Faelledsoeen"
"Mossoe__Vandhul"
"Davidsstraedet"
"Ringkoebing_Fjord_farvand_/_Fjord"
"Ringkoebing_Fjord"
"Sejeroe_Bugt_Bugt_i_Kattegat"
"Guldborgsund"
"oeresund"
"Udbyhoej_Syd_Lystbaadehavn_Lystbaadehavn_i_oersted"
"Lynaes"
"Alssund"
"Alssundbroen_vej_/_Bro"
"Thorsminde"
"Ejerslev_Havn_Lystbaadehavn_i_Nykoebing_M"
"Svendborgsundbroen_vej_/_Bro"
"Geddalenge"
"Skodsborg_strand"
"Skodsborg_Strand"
"Kastrup_Havn"
"Limfjorden"
"Klitmoeller"
"Kollerup_Strand_Strand_i_Fjerritslev"
"Langelinje"
"Langelinie"
"Bandholm_Havn_Lystbaadehavn_i_Bandholm"
"Bandholm_Strand"
"Bramsnaes_Bugt_Bugt_i_Kattegat"
"Koege_Bugt_Bugt_i_Sundet"
"Svendborgsundsbroen"
"Brejning_Havn"
"Brejninge_Havn"
"Vadehavet_Manoevejen"
"Vadehavet_manoevejen"
"Roskilde_Fjord_Fjord_i_Kattegat"
"Rude_Strand_Gravhoej_i_Odder"
"Saedding_strand"
"Vedersoe_Klit"
"Mossoe"
"Hou"
"Antionette_strand"
"Antionette_Strand"
"aakrogen_v_Egaa_marina"
"Faelledparken"
"Lok_for_proeve_test"
"Lok_for_proeve_DL2021012"
"Tissoe"
"Fanoe"
"Lok_for_proeve_DL20210028"
"Grimmerhus_Hus_i_Middelfart"
"Hald_Soe_Soe_i_Viborg"
"Lok_for_proeve_DL2021054"
"Soroe_Soe_Soe_i_Soroe"
"Hold_soe"
"Hold_Soe"
"Tystrup_Soe_Soe_i_Fuglebjerg"
"Lok_for_proeve_DL2021050"
"Palmestranden_Strand_i_Frederikshavn"
"Baadklubben_Ege"
"Foelle_strand"
"Esrum_Soe_Soe_i_Fredensborg"
"Karrebaeksminde_Bugt_Bugt_i_Smaalandsfarvandet"
"Enoe"
"Stadil_Fjord_Soe_i_Ringkoebing"
"Noerresoe_Soe_i_Viborg"
"Arreskov_soe"
"Roesnaes"
"Noerresoe"
"Koege_soendre_strand"
