specs,replno,qpcrrundate,DLsamplno,koerselno,spec.repl.rund.DLno.koerselno,NPC.CtdRn,NTC.CtdRn,unkn1.CtdRn,unkn2.CtdRn,unkn3.CtdRn,unkn4.CtdRn,latspc,abbr.nm,rg.wtsmplloc,dec_lat_region,dec_lon_region,DNAconcinwtsmpl_ng_uL,elute_vol_uL,ddH2O_add_per_elute,tot_vol_elute,dec_lat,dec_lon,gymnasiumnm1,eval04,n,eval05,dec_lat.j,pchsymb,pchcol
Aborre, 1,20170510,DL2017006,koerselno1,Aborre.1.20170510.DL2017006.koerselno1, 0.00,41.20,28.43, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Midt_Jylland,55.75814, 8.885876,176.000,  1,NA,NA,55.70420, 9.538007,RoedkildeGym,nonapprovK,1,nonapprovK,55.649320454, 0,#A020F0
Aborre, 2,20170510,DL2017006,koerselno1,Aborre.2.20170510.DL2017006.koerselno1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Midt_Jylland,55.75814, 8.885876,176.000,  1,NA,NA,55.70420, 9.538007,RoedkildeGym,nonapprovK,0,nonapprovK,55.656546460, 0,#A020F0
Aborre, 1,20170511,DL2017003,koerselno1,Aborre.1.20170511.DL2017003.koerselno1, 0.00, 0.00,29.05,33.93, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,468.000,125,NA,NA,55.64177,12.205167,HoejeTaastrupGym,nonapprovK,2,nonapprovK,55.718566637, 0,#A020F0
Aborre, 2,20170511,DL2017003,koerselno1,Aborre.2.20170511.DL2017003.koerselno1, 0.00,39.26,29.47,33.86, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,468.000,125,NA,NA,55.64177,12.205167,HoejeTaastrupGym,nonapprovK,2,nonapprovK,55.717132948, 0,#A020F0
Aborre, 1,20170518,DL2017011,koerselno1,Aborre.1.20170518.DL2017011.koerselno1, 0.00, 0.00,31.09,40.77, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,220.000,125,NA,NA,55.67744,12.556815,VUFvoksen,nonapprovK,2,nonapprovK,55.719467364, 0,#A020F0
Aborre, 2,20170518,DL2017011,koerselno1,Aborre.2.20170518.DL2017011.koerselno1, 0.00, 0.00,34.86,36.72, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,220.000,125,NA,NA,55.67744,12.556815,VUFvoksen,nonapprovK,2,nonapprovK,55.608981478, 0,#A020F0
Aborre, 1,20170523,DL2017012,koerselno1,Aborre.1.20170523.DL2017012.koerselno1, 0.00, 0.00,28.52, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,494.000,125,NA,NA,55.65421,12.263687,HojeTaastrupGym,nonapprovK,1,nonapprovK,55.656767138, 0,#A020F0
Aborre, 2,20170523,DL2017012,koerselno1,Aborre.2.20170523.DL2017012.koerselno1, 0.00,41.20,28.90,39.03, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,494.000,125,NA,NA,55.65421,12.263687,HojeTaastrupGym,nonapprovK,2,nonapprovK,55.670419319, 0,#A020F0
Aborre, 1,20170601,DL2017013,koerselno1,Aborre.1.20170601.DL2017013.koerselno1,28.77, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Oe_Jylland,56.02339, 9.946757,306.000,125,NA,NA,55.29933,11.791324,KoegeGym,truezerodetect,0,truezerodetect,55.289153093, 0,#A020F0
Aborre, 2,20170601,DL2017013,koerselno1,Aborre.2.20170601.DL2017013.koerselno1,30.22, 0.00,40.95, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Oe_Jylland,56.02339, 9.946757,306.000,125,NA,NA,55.29933,11.791324,KoegeGym,truezerodetect,1,repl1p,55.218795389, 0,#A020F0
Aborre, 1,20170608,DL2017015,koerselno1,Aborre.1.20170608.DL2017015.koerselno1,29.32, 0.00,34.25, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,310.000,125,NA,NA,55.92471,12.313475,FrederiksborgGym,truezerodetect,1,repl1p,55.914295125, 0,#A020F0
Aborre, 1,20170608,DL2017016,koerselno1,Aborre.1.20170608.DL2017016.koerselno1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,118.000,125,NA,NA,55.92374,12.319070,FrederiksborgGym,nonapprovK,0,nonapprovK,55.923895745, 0,#A020F0
Aborre, 2,20170608,DL2017015,koerselno1,Aborre.2.20170608.DL2017015.koerselno1,28.67,40.05,32.83, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,310.000,125,NA,NA,55.92471,12.313475,FrederiksborgGym,nonapprovK,1,nonapprovK,55.952118121, 0,#A020F0
Aborre, 2,20170608,DL2017016,koerselno1,Aborre.2.20170608.DL2017016.koerselno1,28.94, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,118.000,125,NA,NA,55.92374,12.319070,FrederiksborgGym,truezerodetect,0,truezerodetect,55.955228908, 0,#A020F0
Aborre, 1,20170615,DL2017007,koerselno1,Aborre.1.20170615.DL2017007.koerselno1,30.09, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,686.000,125,NA,NA,55.98135,12.284736,FrederiksborgGym,truezerodetect,0,truezerodetect,56.027003667, 0,#A020F0
Aborre, 1,20170615,DL2017008,koerselno1,Aborre.1.20170615.DL2017008.koerselno1,29.39, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,314.000,125,NA,NA,55.98061,12.284096,FrederiksborgGym,truezerodetect,0,truezerodetect,55.922276092, 0,#A020F0
Aborre, 2,20170615,DL2017007,koerselno1,Aborre.2.20170615.DL2017007.koerselno1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,686.000,125,NA,NA,55.98135,12.284736,FrederiksborgGym,nonapprovK,0,nonapprovK,55.926930501, 0,#A020F0
Aborre, 2,20170615,DL2017008,koerselno1,Aborre.2.20170615.DL2017008.koerselno1,28.04, 0.00,40.22, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,314.000,125,NA,NA,55.98061,12.284096,FrederiksborgGym,truezerodetect,1,repl1p,56.022552134, 0,#A020F0
Aborre, 1,20170829,DL2017048,koerselno1,Aborre.1.20170829.DL2017048.koerselno1,28.87, 0.00,34.30, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,602.000,125,NA,NA,55.64426,12.523397,DNGsktAnnae,truezerodetect,1,repl1p,55.635162505, 0,#A020F0
Aborre, 2,20170829,DL2017048,koerselno1,Aborre.2.20170829.DL2017048.koerselno1,28.92,41.04,33.77, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,602.000,125,NA,NA,55.64426,12.523397,DNGsktAnnae,nonapprovK,1,nonapprovK,55.665214483, 0,#A020F0
Aborre, 1,20170830,DL2017059,koerselno1,Aborre.1.20170830.DL2017059.koerselno1,28.30, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Bornholm,55.32029,15.187970, 40.600,125,NA,NA,55.32034,15.187916,FrederiksborgGym,truezerodetect,0,truezerodetect,55.256429278, 0,#A020F0
Aborre, 1,20170831,DL2017032,koerselno1,Aborre.1.20170831.DL2017032.koerselno1,29.24,40.86, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,294.000,125,NA,NA,55.76481,12.564640,OrdrupGym,nonapprovK,0,nonapprovK,55.819034702, 0,#A020F0
Aborre, 2,20170831,DL2017032,koerselno1,Aborre.2.20170831.DL2017032.koerselno1,28.57, 0.00,40.15, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,294.000,125,NA,NA,55.76481,12.564640,OrdrupGym,truezerodetect,1,repl1p,55.737976217, 0,#A020F0
Aborre, 1,20170901,DL2017029,koerselno1,Aborre.1.20170901.DL2017029.koerselno1,28.31, 0.00,34.23, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,182.000,125,NA,NA,55.92341,12.315135,FrederiksborgGym,truezerodetect,1,repl1p,55.874852301, 0,#A020F0
Aborre, 2,20170901,DL2017029,koerselno1,Aborre.2.20170901.DL2017029.koerselno1,29.05, 0.00,33.24, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,182.000,125,NA,NA,55.92341,12.315135,FrederiksborgGym,truezerodetect,1,repl1p,55.954848549, 0,#A020F0
Aborre, 1,20170907,DL2017046,koerselno1,Aborre.1.20170907.DL2017046.koerselno1, 0.00, 0.00,35.60, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Fyn,55.25778,10.054537,334.000,125,NA,NA,56.22384,10.077220,LangkaerGym,nonapprovK,1,nonapprovK,56.169846008, 0,#A020F0
Aborre, 2,20170907,DL2017046,koerselno1,Aborre.2.20170907.DL2017046.koerselno1,29.32,41.45,34.65, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Fyn,55.25778,10.054537,334.000,125,NA,NA,56.22384,10.077220,LangkaerGym,nonapprovK,1,nonapprovK,56.154992567, 0,#A020F0
Aborre, 1,20170908,DL2017020,koerselno1,Aborre.1.20170908.DL2017020.koerselno1,40.70, 0.00,35.19, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,700.000,125,NA,NA,55.67711,12.476252,RoedovreGym,truezerodetect,1,repl1p,55.602488968, 0,#A020F0
Aborre, 1,20170912,DL2017027,koerselno1,Aborre.1.20170912.DL2017027.koerselno1,29.87,30.88, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,128.000,125,NA,NA,55.65229,12.133734,HimmelevGym,nonapprovK,0,nonapprovK,55.708206867, 0,#A020F0
Aborre, 2,20170912,DL2017027,koerselno1,Aborre.2.20170912.DL2017027.koerselno1,28.64, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,128.000,125,NA,NA,55.65229,12.133734,HimmelevGym,truezerodetect,0,truezerodetect,55.631855389, 0,#A020F0
Aborre, 1,20170913,DL2017025,koersel1,Aborre.1.20170913.DL2017025.koersel1,28.65, 0.00,31.86, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,484.000,125,NA,NA,55.92370,12.313890,HTXHilleroed,truezerodetect,1,repl1p,55.985222849, 0,#A020F0
Aborre, 2,20170913,DL2017025,koersel1,Aborre.2.20170913.DL2017025.koersel1, 0.00, 0.00,31.47, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,484.000,125,NA,NA,55.92370,12.313890,HTXHilleroed,nonapprovK,1,nonapprovK,55.857495352, 0,#A020F0
Aborre, 1,20170914,DL2017027,koerselno1,Aborre.1.20170914.DL2017027.koerselno1,28.94,41.07,36.69, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,128.000,125,NA,NA,55.65229,12.133734,HimmelevGym,nonapprovK,1,nonapprovK,55.651628638, 0,#A020F0
Aborre, 2,20170914,DL2017027,koerselno1,Aborre.2.20170914.DL2017027.koerselno1,29.15, 0.00,37.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,128.000,125,NA,NA,55.65229,12.133734,HimmelevGym,truezerodetect,1,repl1p,55.693388554, 0,#A020F0
Aborre, 1,20170915,DL2017041,koerselno1,Aborre.1.20170915.DL2017041.koerselno1,29.49, 0.00,34.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,390.000,130,NA,NA,55.74774,12.534806,OrdrupGym,truezerodetect,1,repl1p,55.764851955, 0,#A020F0
Aborre, 1,20170920,DL2017037,koerselno1,Aborre.1.20170920.DL2017037.koerselno1,29.53, 0.00,37.83, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,V_Jylland,55.90500, 8.536297,518.000,130,NA,NA,55.76841, 8.922423,GrindstedVordingborgGym,truezerodetect,1,repl1p,55.773001508, 0,#A020F0
Aborre, 2,20170920,DL2017037,koerselno1,Aborre.2.20170920.DL2017037.koerselno1,29.48, 0.00,38.71, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,V_Jylland,55.90500, 8.536297,518.000,130,NA,NA,55.76841, 8.922423,GrindstedVordingborgGym,truezerodetect,1,repl1p,55.834699400, 0,#A020F0
Aborre, 1,20170926,DL2017014,koerselno1,Aborre.1.20170926.DL2017014.koerselno1,28.64, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,344.000,125,NA,NA,55.82611,12.563403,GladsaxeGym,truezerodetect,0,truezerodetect,55.904603791, 0,#A020F0
Aborre, 2,20170926,DL2017014,koerselno1,Aborre.2.20170926.DL2017014.koerselno1,28.89, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,344.000,125,NA,NA,55.82611,12.563403,GladsaxeGym,truezerodetect,0,truezerodetect,55.790516398, 0,#A020F0
Aborre, 1,20170927,DL2017053,koerselno1,Aborre.1.20170927.DL2017053.koerselno1,29.87, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,546.000,130, 125, 255,55.76764,12.412939,GladsaxeGym,truezerodetect,0,truezerodetect,55.706796258, 0,#A020F0
Aborre, 2,20170927,DL2017053,koerselno1,Aborre.2.20170927.DL2017053.koerselno1,29.67, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,546.000,130, 125, 255,55.76764,12.412939,GladsaxeGym,truezerodetect,0,truezerodetect,55.715019654, 0,#A020F0
Aborre, 1,20170928,DL2017018,koerselno1,Aborre.1.20170928.DL2017018.koerselno1,30.99, 0.00,38.39, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,196.000,125,NA,NA,55.76656,12.027915,KalundborgGym,truezerodetect,1,repl1p,55.828183777, 0,#A020F0
Aborre, 2,20170928,DL2017018,koerselno1,Aborre.2.20170928.DL2017018.koerselno1, 0.00, 0.00,38.03, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,196.000,125,NA,NA,55.76656,12.027915,KalundborgGym,nonapprovK,1,nonapprovK,55.705899929, 0,#A020F0
Aborre, 1,20170929,DL2017051,koerselno1,Aborre.1.20170929.DL2017051.koerselno1,28.84, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,674.000,130,NA,NA,55.76744,12.415944,GladsaxeGym,truezerodetect,0,truezerodetect,55.734953375, 0,#A020F0
Aborre, 2,20170929,DL2017051,koerselno1,Aborre.2.20170929.DL2017051.koerselno1,28.10, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,674.000,130,NA,NA,55.76744,12.415944,GladsaxeGym,truezerodetect,0,truezerodetect,55.713261118, 0,#A020F0
Aborre, 1,20171003,DL2017066,koerselno1,Aborre.1.20171003.DL2017066.koerselno1,28.90, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Midt_Jylland,55.75814, 8.885876, 19.500,125,NA,NA,56.20228, 9.648432,SilkeborgGym,truezerodetect,0,truezerodetect,56.133213702, 0,#A020F0
Aborre, 2,20171003,DL2017066,koerselno1,Aborre.2.20171003.DL2017066.koerselno1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Midt_Jylland,55.75814, 8.885876, 19.500,125,NA,NA,56.20228, 9.648432,SilkeborgGym,nonapprovK,0,nonapprovK,56.160007700, 0,#A020F0
Aborre, 1,20171004,DL2017026,koerselno1,Aborre.1.20171004.DL2017026.koerselno1,30.24, 0.00,35.83, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Oe_Jylland,56.02339, 9.946757, 30.600,125,NA,NA,55.62754,11.669096,BirkeroedGym,truezerodetect,1,repl1p,55.662553323, 0,#A020F0
Aborre, 2,20171004,DL2017026,koerselno1,Aborre.2.20171004.DL2017026.koerselno1,28.78, 0.00,34.71, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Oe_Jylland,56.02339, 9.946757, 30.600,125,NA,NA,55.62754,11.669096,BirkeroedGym,truezerodetect,1,repl1p,55.650975392, 0,#A020F0
Aborre, 1,20171006,DL2017019,koerselno1,Aborre.1.20171006.DL2017019.koerselno1,29.59, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Oe_Jylland,56.02339, 9.946757, 30.400,125,NA,NA,55.29894,11.789475,FrederiksborgGym,truezerodetect,0,truezerodetect,55.230401395, 0,#A020F0
Aborre, 2,20171006,DL2017019,koerselno1,Aborre.2.20171006.DL2017019.koerselno1,28.57, 0.00,40.64, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Oe_Jylland,56.02339, 9.946757, 30.400,125,NA,NA,55.29894,11.789475,FrederiksborgGym,truezerodetect,1,repl1p,55.246049762, 0,#A020F0
Aborre, 1,20171012,DL2017021,koerselno1,Aborre.1.20171012.DL2017021.koerselno1,30.40, 0.00,33.45, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,V_Jylland,55.90500, 8.536297, 54.000,125,NA,NA,55.46282, 8.491281,FrederiksbergGym,truezerodetect,1,repl1p,55.405560330, 0,#A020F0
Aborre, 2,20171012,DL2017021,koerselno1,Aborre.2.20171012.DL2017021.koerselno1,29.11, 0.00,32.92, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,V_Jylland,55.90500, 8.536297, 54.000,125,NA,NA,55.46282, 8.491281,FrederiksbergGym,truezerodetect,1,repl1p,55.445351231, 0,#A020F0
Aborre, 1,20171013,DL2017022,koersel1,Aborre.1.20171013.DL2017022.koersel1,28.99,41.77,39.09, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621, 39.000,125,NA,NA,55.74776,12.534656,GentofteHF,nonapprovK,1,nonapprovK,55.704410008, 0,#A020F0
Aborre, 2,20171013,DL2017022,koersel1,Aborre.2.20171013.DL2017022.koersel1,29.11, 0.00,35.12, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621, 39.000,125,NA,NA,55.74776,12.534656,GentofteHF,truezerodetect,1,repl1p,55.757678979, 0,#A020F0
Aborre, 1,20171016,DL2017010,koerselno1,Aborre.1.20171016.DL2017010.koerselno1,30.07, 0.00,40.49, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,V_Jylland,55.90500, 8.536297,574.000,125,NA,NA,55.75791, 8.902032,Projekt,truezerodetect,1,repl1p,55.771406862, 0,#A020F0
Aborre, 2,20171016,DL2017010,koerselno1,Aborre.2.20171016.DL2017010.koerselno1,29.43, 0.00,40.04, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,V_Jylland,55.90500, 8.536297,574.000,125,NA,NA,55.75791, 8.902032,Projekt,truezerodetect,1,repl1p,55.693069509, 0,#A020F0
Aborre, 1,20171110,DL2017035,koerselno1,Aborre.1.20171110.DL2017035.koerselno1,28.72, 0.00,35.67, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,196.000,125,NA,NA,55.92478,12.313907,FrederiksborgGym,truezerodetect,1,repl1p,55.869660913, 0,#A020F0
Aborre, 2,20171110,DL2017035,koerselno1,Aborre.2.20171110.DL2017035.koerselno1,28.95, 0.00,35.45, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,196.000,125,NA,NA,55.92478,12.313907,FrederiksborgGym,truezerodetect,1,repl1p,55.992985769, 0,#A020F0
Aborre, 1,20171121,DL2017044,koerselno1,Aborre.1.20171121.DL2017044.koerselno1,30.87, 0.00,41.34, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,234.000,125,NA,NA,55.73802,12.381006,BorupgaardGym,truezerodetect,1,repl1p,55.796107075, 0,#A020F0
Aborre, 2,20171121,DL2017044,koerselno1,Aborre.2.20171121.DL2017044.koerselno1,28.96, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,234.000,125,NA,NA,55.73802,12.381006,BorupgaardGym,truezerodetect,0,truezerodetect,55.803823319, 0,#A020F0
Aborre, 1,20180220,DL2017084,koerselno1,Aborre.1.20180220.DL2017084.koerselno1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,328.000,200,1000,1200,55.72325,12.605495,AkademiskStudenterkursus,nonapprovK,0,nonapprovK,55.661077463, 0,#A020F0
Aborre, 1,20180222,DL2017080,koersel1,Aborre.1.20180222.DL2017080.koersel1,30.96, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,145.000,200,NA,NA,55.69154,12.599342,GlHellerupGym,truezerodetect,0,truezerodetect,55.616483140, 0,#A020F0
Aborre, 2,20180222,DL2017080,koersel1,Aborre.2.20180222.DL2017080.koersel1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,145.000,200,NA,NA,55.69154,12.599342,GlHellerupGym,nonapprovK,0,nonapprovK,55.705397909, 0,#A020F0
Aborre, 1,20180223,DL2017078,koersel1,Aborre.1.20180223.DL2017078.koersel1,29.26, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,496.000,200,NA,NA,55.69568,12.596490,RoedovreGymZahles,truezerodetect,0,truezerodetect,55.665649592, 0,#A020F0
Aborre, 1,20180228,DL2017091,koersel1,Aborre.1.20180228.DL2017091.koersel1,29.29, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,154.000,200,NA,NA,56.04257,12.619317,KoegeGymGentofteHF,truezerodetect,0,truezerodetect,56.051763307, 0,#A020F0
Aborre, 2,20180228,DL2017091,koersel1,Aborre.2.20180228.DL2017091.koersel1,29.31, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,154.000,200,NA,NA,56.04257,12.619317,KoegeGymGentofteHF,truezerodetect,0,truezerodetect,56.019056459, 0,#A020F0
Aborre, 1,20180301,DL2017070,koerselno1,Aborre.1.20180301.DL2017070.koerselno1,31.99, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621, 17.500,125, 500, 625,56.03351,12.616475,HelsingoerGymHoejeTaastrupGym,truezerodetect,0,truezerodetect,55.975862159, 0,#A020F0
Aborre, 2,20180301,DL2017070,koerselno1,Aborre.2.20180301.DL2017070.koerselno1,29.34, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621, 17.500,125, 500, 625,56.03351,12.616475,HelsingoerGymHoejeTaastrupGym,truezerodetect,0,truezerodetect,56.044359091, 0,#A020F0
Aborre, 1,20180302,DL2017062,koersel1,Aborre.1.20180302.DL2017062.koersel1,29.26, 0.00,35.86,36.73, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,278.000,125, 500, 625,55.45360,12.187400,GrindstedGymNordsjVUC,truezerodetect,2,repl2p,55.426790343,21,#A020F0
Aborre, 2,20180302,DL2017062,koersel1,Aborre.2.20180302.DL2017062.koersel1,29.18, 0.00,36.35,36.96, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,278.000,125, 500, 625,55.45360,12.187400,GrindstedGymNordsjVUC,truezerodetect,2,repl2p,55.392256832,21,#A020F0
Aborre, 1,20180306,DL2017086,koersel1,Aborre.1.20180306.DL2017086.koersel1,29.64, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Fyn,55.25778,10.054537,102.000,200,NA,NA,56.14745,10.214007,SilkeborgGymZahlesGym,truezerodetect,0,truezerodetect,56.107996059, 0,#A020F0
Aborre, 2,20180306,DL2017086,koersel1,Aborre.2.20180306.DL2017086.koersel1,29.87, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Fyn,55.25778,10.054537,102.000,200,NA,NA,56.14745,10.214007,SilkeborgGymZahlesGym,truezerodetect,0,truezerodetect,56.123757067, 0,#A020F0
Aborre, 1,20180307,DL2017095,koersel1,Aborre.1.20180307.DL2017095.koersel1,28.99, 0.00,41.16, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,118.000,200,NA,NA,55.56271,12.275292,RoedovreGym,truezerodetect,1,repl1p,55.616251301, 0,#A020F0
Aborre, 2,20180307,DL2017095,koersel1,Aborre.2.20180307.DL2017095.koersel1,29.17, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621,118.000,200,NA,NA,55.56271,12.275292,RoedovreGym,truezerodetect,0,truezerodetect,55.608478985, 0,#A020F0
Aborre, 1,20180308,DL2017064,koersel1,Aborre.1.20180308.DL2017064.koersel1,29.23, 0.00,41.94, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621, 70.000,125,NA,NA,55.66932,12.574904,AlleroedGym,truezerodetect,1,repl1p,55.740448597, 0,#A020F0
Aborre,25,20180308,DL2017064,koersel2,Aborre.25.20180308.DL2017064.koersel2, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Sjaelland,55.62879,12.051621, 70.000,125,NA,NA,55.66932,12.574904,AlleroedGym,nonapprovK,0,nonapprovK,55.724134564, 0,#A020F0
Aborre, 1,20180309,DL2017090,koersel1,Aborre.1.20180309.DL2017090.koersel1,29.77, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Moen_Loll_Falst,54.77456,11.876954,936.000,200,NA,NA,54.57206,11.929544,VordingborgGym,truezerodetect,0,truezerodetect,54.515335979, 0,#A020F0
Aborre,25,20180309,DL2017090,koersel2,Aborre.25.20180309.DL2017090.koersel2,29.74, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Moen_Loll_Falst,54.77456,11.876954,936.000,200,NA,NA,54.57206,11.929544,VordingborgGym,truezerodetect,0,truezerodetect,54.586713255, 0,#A020F0
Aborre, 1,20180410,DL2017068,koersel1,Aborre.1.20180410.DL2017068.koersel1,32.31, 0.00, 0.00, 0.00, 0.00, 0.00,Perca_fluviatilis,Per.flu,Fyn,55.25778,10.054537, 39.000,200,NA,NA,56.13982,10.222263,NordfynsGym,truezerodetect,0,truezerodetect,56.192172356, 0,#A020F0
